q,s,sigma,z,delta_b,delta_a
-7,98.1633,0.472414,0,-nan,-nan
-7,98.1633,0.472414,1,-nan,-nan
-7,98.1633,0.503448,-1,nan,nan
-7,98.1633,0.503448,0,nan,nan
-7,98.1633,0.503448,1,nan,nan
-7,98.1633,0.534483,-1,-nan,-nan
-7,98.1633,0.534483,0,-nan,-nan
-7,98.1633,0.534483,1,-nan,-nan
-7,98.1633,0.565517,-1,nan,nan
-7,98.1633,0.565517,0,nan,nan
-7,98.1633,0.565517,1,nan,nan
-7,98.1633,0.596552,-1,-nan,-nan
-7,98.1633,0.596552,0,-nan,-nan
-7,98.1633,0.596552,1,-nan,-nan
-7,98.1633,0.627586,-1,nan,nan
-7,98.1633,0.627586,0,nan,nan
-7,98.1633,0.627586,1,nan,nan
-7,98.1633,0.658621,-1,-nan,-nan
-7,98.1633,0.658621,0,-nan,-nan
-7,98.1633,0.658621,1,-nan,-nan
-7,98.1633,0.689655,-1,nan,nan
-7,98.1633,0.689655,0,nan,nan
-7,98.1633,0.689655,1,nan,nan
-7,98.1633,0.72069,-1,-nan,-nan
-7,98.1633,0.72069,0,-nan,-nan
-7,98.1633,0.72069,1,-nan,-nan
-7,98.1633,0.751724,-1,nan,nan
-7,98.1633,0.751724,0,nan,nan
-7,98.1633,0.751724,1,nan,nan
-7,98.1633,0.782759,-1,-nan,-nan
-7,98.1633,0.782759,0,-nan,-nan
-7,98.1633,0.782759,1,-nan,-nan
-7,98.1633,0.813793,-1,nan,nan
-7,98.1633,0.813793,0,nan,nan
-7,98.1633,0.813793,1,nan,nan
-7,98.1633,0.844828,-1,-nan,-nan
-7,98.1633,0.844828,0,-nan,-nan
-7,98.1633,0.844828,1,-nan,-nan
-7,98.1633,0.875862,-1,nan,nan
-7,98.1633,0.875862,0,nan,nan
-7,98.1633,0.875862,1,nan,nan
-7,98.1633,0.906897,-1,-nan,-nan
-7,98.1633,0.906897,0,-nan,-nan
-7,98.1633,0.906897,1,-nan,-nan
-7,98.1633,0.937931,-1,nan,nan
-7,98.1633,0.937931,0,nan,nan
-7,98.1633,0.937931,1,nan,nan
-7,98.1633,0.968966,-1,-nan,-nan
-7,98.1633,0.968966,0,-nan,-nan
-7,98.1633,0.968966,1,-nan,-nan
-7,98.1633,1,-1,1.11283,0.177941
-7,98.1633,1,0,1.11283,0.177941
-7,98.1633,1,1,1.11283,0.177941
-7,98.5714,0.1,-1,1.11477,0.175997
-7,98.5714,0.1,0,1.11477,0.175997
-7,98.5714,0.1,1,1.11477,0.175997
-7,98.5714,0.131034,-1,-nan,-nan
-7,98.5714,0.131034,0,-nan,-nan
-7,98.5714,0.131034,1,-nan,-nan
-7,98.5714,0.162069,-1,nan,nan
-7,98.5714,0.162069,0,nan,nan
-7,98.5714,0.162069,1,nan,nan
-7,98.5714,0.193103,-1,-nan,-nan
-7,98.5714,0.193103,0,-nan,-nan
-7,98.5714,0.193103,1,-nan,-nan
-7,98.5714,0.224138,-1,nan,nan
-7,98.5714,0.224138,0,nan,nan
-7,98.5714,0.224138,1,nan,nan
-7,98.5714,0.255172,-1,-nan,-nan
-7,98.5714,0.255172,0,-nan,-nan
-7,98.5714,0.255172,1,-nan,-nan
-7,98.5714,0.286207,-1,nan,nan
-7,98.5714,0.286207,0,nan,nan
-7,98.5714,0.286207,1,nan,nan
-7,98.5714,0.317241,-1,-nan,-nan
-7,98.5714,0.317241,0,-nan,-nan
-7,98.5714,0.317241,1,-nan,-nan
-7,98.5714,0.348276,-1,nan,nan
-7,98.5714,0.348276,0,nan,nan
-7,98.5714,0.348276,1,nan,nan
-7,98.5714,0.37931,-1,-nan,-nan
-7,98.5714,0.37931,0,-nan,-nan
-7,98.5714,0.37931,1,-nan,-nan
-7,98.5714,0.410345,-1,nan,nan
-7,98.5714,0.410345,0,nan,nan
-7,98.5714,0.410345,1,nan,nan
-7,98.5714,0.441379,-1,-nan,-nan
-7,98.5714,0.441379,0,-nan,-nan
-7,98.5714,0.441379,1,-nan,-nan
-7,98.5714,0.472414,-1,nan,nan
-7,98.5714,0.472414,0,nan,nan
-7,98.5714,0.472414,1,nan,nan
-7,98.5714,0.503448,-1,-nan,-nan
-7,98.5714,0.503448,0,-nan,-nan
-7,98.5714,0.503448,1,-nan,-nan
-7,98.5714,0.534483,-1,nan,nan
-7,98.5714,0.534483,0,nan,nan
-7,98.5714,0.534483,1,nan,nan
-7,98.5714,0.565517,-1,-nan,-nan
-7,98.5714,0.565517,0,-nan,-nan
-7,98.5714,0.565517,1,-nan,-nan
-7,98.5714,0.596552,-1,nan,nan
-7,98.5714,0.596552,0,nan,nan
-7,98.5714,0.596552,1,nan,nan
-7,98.5714,0.627586,-1,-nan,-nan
-7,98.5714,0.627586,0,-nan,-nan
-7,98.5714,0.627586,1,-nan,-nan
-7,98.5714,0.658621,-1,nan,nan
-7,98.5714,0.658621,0,nan,nan
-7,98.5714,0.658621,1,nan,nan
-7,98.5714,0.689655,-1,-nan,-nan
-7,98.5714,0.689655,0,-nan,-nan
-7,98.5714,0.689655,1,-nan,-nan
-7,98.5714,0.72069,-1,nan,nan
-7,98.5714,0.72069,0,nan,nan
-7,98.5714,0.72069,1,nan,nan
-7,98.5714,0.751724,-1,-nan,-nan
-7,98.5714,0.751724,0,-nan,-nan
-7,98.5714,0.751724,1,-nan,-nan
-7,98.5714,0.782759,-1,nan,nan
-7,98.5714,0.782759,0,nan,nan
-7,98.5714,0.782759,1,nan,nan
-7,98.5714,0.813793,-1,-nan,-nan
-7,98.5714,0.813793,0,-nan,-nan
-7,98.5714,0.813793,1,-nan,-nan
-7,98.5714,0.844828,-1,nan,nan
-7,98.5714,0.844828,0,nan,nan
-7,98.5714,0.844828,1,nan,nan
-7,98.5714,0.875862,-1,-nan,-nan
-7,98.5714,0.875862,0,-nan,-nan
-7,98.5714,0.875862,1,-nan,-nan
-7,98.5714,0.906897,-1,nan,nan
-7,98.5714,0.906897,0,nan,nan
-7,98.5714,0.906897,1,nan,nan
-7,98.5714,0.937931,-1,-nan,-nan
-7,98.5714,0.937931,0,-nan,-nan
-7,98.5714,0.937931,1,-nan,-nan
-7,98.5714,0.968966,-1,nan,nan
-7,98.5714,0.968966,0,nan,nan
-7,98.5714,0.968966,1,nan,nan
-7,98.5714,1,-1,1.11477,0.175997
-7,98.5714,1,0,1.11477,0.175997
-7,98.5714,1,1,1.11477,0.175997
-7,98.9796,0.1,-1,1.11672,0.174054
-7,98.9796,0.1,0,1.11672,0.174054
-7,98.9796,0.1,1,1.11672,0.174054
-7,98.9796,0.131034,-1,nan,nan
-7,98.9796,0.131034,0,nan,nan
-7,98.9796,0.131034,1,nan,nan
-7,98.9796,0.162069,-1,-nan,-nan
-7,98.9796,0.162069,0,-nan,-nan
-7,98.9796,0.162069,1,-nan,-nan
-7,98.9796,0.193103,-1,nan,nan
-7,98.9796,0.193103,0,nan,nan
-7,98.9796,0.193103,1,nan,nan
-7,98.9796,0.224138,-1,-nan,-nan
-7,98.9796,0.224138,0,-nan,-nan
-7,98.9796,0.224138,1,-nan,-nan
-7,98.9796,0.255172,-1,nan,nan
-7,98.9796,0.255172,0,nan,nan
-7,98.9796,0.255172,1,nan,nan
-7,98.9796,0.286207,-1,-nan,-nan
-7,98.9796,0.286207,0,-nan,-nan
-7,98.9796,0.286207,1,-nan,-nan
-7,98.9796,0.317241,-1,nan,nan
-7,98.9796,0.317241,0,nan,nan
-7,98.9796,0.317241,1,nan,nan
-7,98.9796,0.348276,-1,-nan,-nan
-7,98.9796,0.348276,0,-nan,-nan
-7,98.9796,0.348276,1,-nan,-nan
-7,98.9796,0.37931,-1,nan,nan
-7,98.9796,0.37931,0,nan,nan
-7,98.9796,0.37931,1,nan,nan
-7,98.9796,0.410345,-1,-nan,-nan
-7,98.9796,0.410345,0,-nan,-nan
-7,98.9796,0.410345,1,-nan,-nan
-7,98.9796,0.441379,-1,nan,nan
-7,98.9796,0.441379,0,nan,nan
-7,98.9796,0.441379,1,nan,nan
-7,98.9796,0.472414,-1,-nan,-nan
-7,98.9796,0.472414,0,-nan,-nan
-7,98.9796,0.472414,1,-nan,-nan
-7,98.9796,0.503448,-1,nan,nan
-7,98.9796,0.503448,0,nan,nan
-7,98.9796,0.503448,1,nan,nan
-7,98.9796,0.534483,-1,-nan,-nan
-7,98.9796,0.534483,0,-nan,-nan
-7,98.9796,0.534483,1,-nan,-nan
-7,98.9796,0.565517,-1,nan,nan
-7,98.9796,0.565517,0,nan,nan
-7,98.9796,0.565517,1,nan,nan
-7,98.9796,0.596552,-1,-nan,-nan
-7,98.9796,0.596552,0,-nan,-nan
-7,98.9796,0.596552,1,-nan,-nan
-7,98.9796,0.627586,-1,nan,nan
-7,98.9796,0.627586,0,nan,nan
-7,98.9796,0.627586,1,nan,nan
-7,98.9796,0.658621,-1,-nan,-nan
-7,98.9796,0.658621,0,-nan,-nan
-7,98.9796,0.658621,1,-nan,-nan
-7,98.9796,0.689655,-1,nan,nan
-7,98.9796,0.689655,0,nan,nan
-7,98.9796,0.689655,1,nan,nan
-7,98.9796,0.72069,-1,-nan,-nan
-7,98.9796,0.72069,0,-nan,-nan
-7,98.9796,0.72069,1,-nan,-nan
-7,98.9796,0.751724,-1,nan,nan
-7,98.9796,0.751724,0,nan,nan
-7,98.9796,0.751724,1,nan,nan
-7,98.9796,0.782759,-1,-nan,-nan
-7,98.9796,0.782759,0,-nan,-nan
-7,98.9796,0.782759,1,-nan,-nan
-7,98.9796,0.813793,-1,nan,nan
-7,98.9796,0.813793,0,nan,nan
-7,98.9796,0.813793,1,nan,nan
-7,98.9796,0.844828,-1,-nan,-nan
-7,98.9796,0.844828,0,-nan,-nan
-7,98.9796,0.844828,1,-nan,-nan
-7,98.9796,0.875862,-1,nan,nan
-7,98.9796,0.875862,0,nan,nan
-7,98.9796,0.875862,1,nan,nan
-7,98.9796,0.906897,-1,-nan,-nan
-7,98.9796,0.906897,0,-nan,-nan
-7,98.9796,0.906897,1,-nan,-nan
-7,98.9796,0.937931,-1,nan,nan
-7,98.9796,0.937931,0,nan,nan
-7,98.9796,0.937931,1,nan,nan
-7,98.9796,0.968966,-1,-nan,-nan
-7,98.9796,0.968966,0,-nan,-nan
-7,98.9796,0.968966,1,-nan,-nan
-7,98.9796,1,-1,1.11672,0.174054
-7,98.9796,1,0,1.11672,0.174054
-7,98.9796,1,1,1.11672,0.174054
-7,99.3878,0.1,-1,1.11866,0.17211
-7,99.3878,0.1,0,1.11866,0.17211
-7,99.3878,0.1,1,1.11866,0.17211
-7,99.3878,0.131034,-1,-nan,-nan
-7,99.3878,0.131034,0,-nan,-nan
-7,99.3878,0.131034,1,-nan,-nan
-7,99.3878,0.162069,-1,nan,nan
-7,99.3878,0.162069,0,nan,nan
-7,99.3878,0.162069,1,nan,nan
-7,99.3878,0.193103,-1,-nan,-nan
-7,99.3878,0.193103,0,-nan,-nan
-7,99.3878,0.193103,1,-nan,-nan
-7,99.3878,0.224138,-1,nan,nan
-7,99.3878,0.224138,0,nan,nan
-7,99.3878,0.224138,1,nan,nan
-7,99.3878,0.255172,-1,-nan,-nan
-7,99.3878,0.255172,0,-nan,-nan
-7,99.3878,0.255172,1,-nan,-nan
-7,99.3878,0.286207,-1,nan,nan
-7,99.3878,0.286207,0,nan,nan
-7,99.3878,0.286207,1,nan,nan
-7,99.3878,0.317241,-1,-nan,-nan
-7,99.3878,0.317241,0,-nan,-nan
-7,99.3878,0.317241,1,-nan,-nan
-7,99.3878,0.348276,-1,nan,nan
-7,99.3878,0.348276,0,nan,nan
-7,99.3878,0.348276,1,nan,nan
-7,99.3878,0.37931,-1,-nan,-nan
-7,99.3878,0.37931,0,-nan,-nan
-7,99.3878,0.37931,1,-nan,-nan
-7,99.3878,0.410345,-1,nan,nan
-7,99.3878,0.410345,0,nan,nan
-7,99.3878,0.410345,1,nan,nan
-7,99.3878,0.441379,-1,-nan,-nan
-7,99.3878,0.441379,0,-nan,-nan
-7,99.3878,0.441379,1,-nan,-nan
-7,99.3878,0.472414,-1,nan,nan
-7,99.3878,0.472414,0,nan,nan
-7,99.3878,0.472414,1,nan,nan
-7,99.3878,0.503448,-1,-nan,-nan
-7,99.3878,0.503448,0,-nan,-nan
-7,99.3878,0.503448,1,-nan,-nan
-7,99.3878,0.534483,-1,nan,nan
-7,99.3878,0.534483,0,nan,nan
-7,99.3878,0.534483,1,nan,nan
-7,99.3878,0.565517,-1,-nan,-nan
-7,99.3878,0.565517,0,-nan,-nan
-7,99.3878,0.565517,1,-nan,-nan
-7,99.3878,0.596552,-1,nan,nan
-7,99.3878,0.596552,0,nan,nan
-7,99.3878,0.596552,1,nan,nan
-7,99.3878,0.627586,-1,-nan,-nan
-7,99.3878,0.627586,0,-nan,-nan
-7,99.3878,0.627586,1,-nan,-nan
-7,99.3878,0.658621,-1,nan,nan
-7,99.3878,0.658621,0,nan,nan
-7,99.3878,0.658621,1,nan,nan
-7,99.3878,0.689655,-1,-nan,-nan
-7,99.3878,0.689655,0,-nan,-nan
-7,99.3878,0.689655,1,-nan,-nan
-7,99.3878,0.72069,-1,nan,nan
-7,99.3878,0.72069,0,nan,nan
-7,99.3878,0.72069,1,nan,nan
-7,99.3878,0.751724,-1,-nan,-nan
-7,99.3878,0.751724,0,-nan,-nan
-7,99.3878,0.751724,1,-nan,-nan
-7,99.3878,0.782759,-1,nan,nan
-7,99.3878,0.782759,0,nan,nan
-7,99.3878,0.782759,1,nan,nan
-7,99.3878,0.813793,-1,-nan,-nan
-7,99.3878,0.813793,0,-nan,-nan
-7,99.3878,0.813793,1,-nan,-nan
-7,99.3878,0.844828,-1,nan,nan
-7,99.3878,0.844828,0,nan,nan
-7,99.3878,0.844828,1,nan,nan
-7,99.3878,0.875862,-1,-nan,-nan
-7,99.3878,0.875862,0,-nan,-nan
-7,99.3878,0.875862,1,-nan,-nan
-7,99.3878,0.906897,-1,nan,nan
-7,99.3878,0.906897,0,nan,nan
-7,99.3878,0.906897,1,nan,nan
-7,99.3878,0.937931,-1,-nan,-nan
-7,99.3878,0.937931,0,-nan,-nan
-7,99.3878,0.937931,1,-nan,-nan
-7,99.3878,0.968966,-1,nan,nan
-7,99.3878,0.968966,0,nan,nan
-7,99.3878,0.968966,1,nan,nan
-7,99.3878,1,-1,1.11866,0.17211
-7,99.3878,1,0,1.11866,0.17211
-7,99.3878,1,1,1.11866,0.17211
-7,99.7959,0.1,-1,1.1206,0.170167
-7,99.7959,0.1,0,1.1206,0.170167
-7,99.7959,0.1,1,1.1206,0.170167
-7,99.7959,0.131034,-1,nan,nan
-7,99.7959,0.131034,0,nan,nan
-7,99.7959,0.131034,1,nan,nan
-7,99.7959,0.162069,-1,-nan,-nan
-7,99.7959,0.162069,0,-nan,-nan
-7,99.7959,0.162069,1,-nan,-nan
-7,99.7959,0.193103,-1,nan,nan
-7,99.7959,0.193103,0,nan,nan
-7,99.7959,0.193103,1,nan,nan
-7,99.7959,0.224138,-1,-nan,-nan
-7,99.7959,0.224138,0,-nan,-nan
-7,99.7959,0.224138,1,-nan,-nan
-7,99.7959,0.255172,-1,nan,nan
-7,99.7959,0.255172,0,nan,nan
-7,99.7959,0.255172,1,nan,nan
-7,99.7959,0.286207,-1,-nan,-nan
-7,99.7959,0.286207,0,-nan,-nan
-7,99.7959,0.286207,1,-nan,-nan
-7,99.7959,0.317241,-1,nan,nan
-7,99.7959,0.317241,0,nan,nan
-7,99.7959,0.317241,1,nan,nan
-7,99.7959,0.348276,-1,-nan,-nan
-7,99.7959,0.348276,0,-nan,-nan
-7,99.7959,0.348276,1,-nan,-nan
-7,99.7959,0.37931,-1,nan,nan
-7,99.7959,0.37931,0,nan,nan
-7,99.7959,0.37931,1,nan,nan
-7,99.7959,0.410345,-1,-nan,-nan
-7,99.7959,0.410345,0,-nan,-nan
-7,99.7959,0.410345,1,-nan,-nan
-7,99.7959,0.441379,-1,nan,nan
-7,99.7959,0.441379,0,nan,nan
-7,99.7959,0.441379,1,nan,nan
-7,99.7959,0.472414,-1,-nan,-nan
-7,99.7959,0.472414,0,-nan,-nan
-7,99.7959,0.472414,1,-nan,-nan
-7,99.7959,0.503448,-1,nan,nan
-7,99.7959,0.503448,0,nan,nan
-7,99.7959,0.503448,1,nan,nan
-7,99.7959,0.534483,-1,-nan,-nan
-7,99.7959,0.534483,0,-nan,-nan
-7,99.7959,0.534483,1,-nan,-nan
-7,99.7959,0.565517,-1,nan,nan
-7,99.7959,0.565517,0,nan,nan
-7,99.7959,0.565517,1,nan,nan
-7,99.7959,0.596552,-1,-nan,-nan
-7,99.7959,0.596552,0,-nan,-nan
-7,99.7959,0.596552,1,-nan,-nan
-7,99.7959,0.627586,-1,nan,nan
-7,99.7959,0.627586,0,nan,nan
-7,99.7959,0.627586,1,nan,nan
-7,99.7959,0.658621,-1,-nan,-nan
-7,99.7959,0.658621,0,-nan,-nan
-7,99.7959,0.658621,1,-nan,-nan
-7,99.7959,0.689655,-1,nan,nan
-7,99.7959,0.689655,0,nan,nan
-7,99.7959,0.689655,1,nan,nan
-7,99.7959,0.72069,-1,-nan,-nan
-7,99.7959,0.72069,0,-nan,-nan
-7,99.7959,0.72069,1,-nan,-nan
-7,99.7959,0.751724,-1,nan,nan
-7,99.7959,0.751724,0,nan,nan
-7,99.7959,0.751724,1,nan,nan
-7,99.7959,0.782759,-1,-nan,-nan
-7,99.7959,0.782759,0,-nan,-nan
-7,99.7959,0.782759,1,-nan,-nan
-7,99.7959,0.813793,-1,nan,nan
-7,99.7959,0.813793,0,nan,nan
-7,99.7959,0.813793,1,nan,nan
-7,99.7959,0.844828,-1,-nan,-nan
-7,99.7959,0.844828,0,-nan,-nan
-7,99.7959,0.844828,1,-nan,-nan
-7,99.7959,0.875862,-1,nan,nan
-7,99.7959,0.875862,0,nan,nan
-7,99.7959,0.875862,1,nan,nan
-7,99.7959,0.906897,-1,-nan,-nan
-7,99.7959,0.906897,0,-nan,-nan
-7,99.7959,0.906897,1,-nan,-nan
-7,99.7959,0.937931,-1,nan,nan
-7,99.7959,0.937931,0,nan,nan
-7,99.7959,0.937931,1,nan,nan
-7,99.7959,0.968966,-1,-nan,-nan
-7,99.7959,0.968966,0,-nan,-nan
-7,99.7959,0.968966,1,-nan,-nan
-7,99.7959,1,-1,1.1206,0.170167
-7,99.7959,1,0,1.1206,0.170167
-7,99.7959,1,1,1.1206,0.170167
-7,100.204,0.1,-1,1.12255,0.168223
-7,100.204,0.1,0,1.12255,0.168223
-7,100.204,0.1,1,1.12255,0.168223
-7,100.204,0.131034,-1,-nan,-nan
-7,100.204,0.131034,0,-nan,-nan
-7,100.204,0.131034,1,-nan,-nan
-7,100.204,0.162069,-1,nan,nan
-7,100.204,0.162069,0,nan,nan
-7,100.204,0.162069,1,nan,nan
-7,100.204,0.193103,-1,-nan,-nan
-7,100.204,0.193103,0,-nan,-nan
-7,100.204,0.193103,1,-nan,-nan
-7,100.204,0.224138,-1,nan,nan
-7,100.204,0.224138,0,nan,nan
-7,100.204,0.224138,1,nan,nan
-7,100.204,0.255172,-1,-nan,-nan
-7,100.204,0.255172,0,-nan,-nan
-7,100.204,0.255172,1,-nan,-nan
-7,100.204,0.286207,-1,nan,nan
-7,100.204,0.286207,0,nan,nan
-7,100.204,0.286207,1,nan,nan
-7,100.204,0.317241,-1,-nan,-nan
-7,100.204,0.317241,0,-nan,-nan
-7,100.204,0.317241,1,-nan,-nan
-7,100.204,0.348276,-1,nan,nan
-7,100.204,0.348276,0,nan,nan
-7,100.204,0.348276,1,nan,nan
-7,100.204,0.37931,-1,-nan,-nan
-7,100.204,0.37931,0,-nan,-nan
-7,100.204,0.37931,1,-nan,-nan
-7,100.204,0.410345,-1,nan,nan
-7,100.204,0.410345,0,nan,nan
-7,100.204,0.410345,1,nan,nan
-7,100.204,0.441379,-1,-nan,-nan
-7,100.204,0.441379,0,-nan,-nan
-7,100.204,0.441379,1,-nan,-nan
-7,100.204,0.472414,-1,nan,nan
-7,100.204,0.472414,0,nan,nan
-7,100.204,0.472414,1,nan,nan
-7,100.204,0.503448,-1,-nan,-nan
-7,100.204,0.503448,0,-nan,-nan
-7,100.204,0.503448,1,-nan,-nan
-7,100.204,0.534483,-1,nan,nan
-7,100.204,0.534483,0,nan,nan
-7,100.204,0.534483,1,nan,nan
-7,100.204,0.565517,-1,-nan,-nan
-7,100.204,0.565517,0,-nan,-nan
-7,100.204,0.565517,1,-nan,-nan
-7,100.204,0.596552,-1,nan,nan
-7,100.204,0.596552,0,nan,nan
-7,100.204,0.596552,1,nan,nan
-7,100.204,0.627586,-1,-nan,-nan
-7,100.204,0.627586,0,-nan,-nan
-7,100.204,0.627586,1,-nan,-nan
-7,100.204,0.658621,-1,nan,nan
-7,100.204,0.658621,0,nan,nan
-7,100.204,0.658621,1,nan,nan
-7,100.204,0.689655,-1,-nan,-nan
-7,100.204,0.689655,0,-nan,-nan
-7,100.204,0.689655,1,-nan,-nan
-7,100.204,0.72069,-1,nan,nan
-7,100.204,0.72069,0,nan,nan
-7,100.204,0.72069,1,nan,nan
-7,100.204,0.751724,-1,-nan,-nan
-7,100.204,0.751724,0,-nan,-nan
-7,100.204,0.751724,1,-nan,-nan
-7,100.204,0.782759,-1,nan,nan
-7,100.204,0.782759,0,nan,nan
-7,100.204,0.782759,1,nan,nan
-7,100.204,0.813793,-1,-nan,-nan
-7,100.204,0.813793,0,-nan,-nan
-7,100.204,0.813793,1,-nan,-nan
-7,100.204,0.844828,-1,nan,nan
-7,100.204,0.844828,0,nan,nan
-7,100.204,0.844828,1,nan,nan
-7,100.204,0.875862,-1,-nan,-nan
-7,100.204,0.875862,0,-nan,-nan
-7,100.204,0.875862,1,-nan,-nan
-7,100.204,0.906897,-1,nan,nan
-7,100.204,0.906897,0,nan,nan
-7,100.204,0.906897,1,nan,nan
-7,100.204,0.937931,-1,-nan,-nan
-7,100.204,0.937931,0,-nan,-nan
-7,100.204,0.937931,1,-nan,-nan
-7,100.204,0.968966,-1,nan,nan
-7,100.204,0.968966,0,nan,nan
-7,100.204,0.968966,1,nan,nan
-7,100.204,1,-1,1.12255,0.168223
-7,100.204,1,0,1.12255,0.168223
-7,100.204,1,1,1.12255,0.168223
-7,100.612,0.1,-1,1.12449,0.166279
-7,100.612,0.1,0,1.12449,0.166279
-7,100.612,0.1,1,1.12449,0.166279
-7,100.612,0.131034,-1,nan,nan
-7,100.612,0.131034,0,nan,nan
-7,100.612,0.131034,1,nan,nan
-7,100.612,0.162069,-1,-nan,-nan
-7,100.612,0.162069,0,-nan,-nan
-7,100.612,0.162069,1,-nan,-nan
-7,100.612,0.193103,-1,nan,nan
-7,100.612,0.193103,0,nan,nan
-7,100.612,0.193103,1,nan,nan
-7,100.612,0.224138,-1,-nan,-nan
-7,100.612,0.224138,0,-nan,-nan
-7,100.612,0.224138,1,-nan,-nan
-7,100.612,0.255172,-1,nan,nan
-7,100.612,0.255172,0,nan,nan
-7,100.612,0.255172,1,nan,nan
-7,100.612,0.286207,-1,-nan,-nan
-7,100.612,0.286207,0,-nan,-nan
-7,100.612,0.286207,1,-nan,-nan
-7,100.612,0.317241,-1,nan,nan
-7,100.612,0.317241,0,nan,nan
-7,100.612,0.317241,1,nan,nan
-7,100.612,0.348276,-1,-nan,-nan
-7,100.612,0.348276,0,-nan,-nan
-7,100.612,0.348276,1,-nan,-nan
-7,100.612,0.37931,-1,nan,nan
-7,100.612,0.37931,0,nan,nan
-7,100.612,0.37931,1,nan,nan
-7,100.612,0.410345,-1,-nan,-nan
-7,100.612,0.410345,0,-nan,-nan
-7,100.612,0.410345,1,-nan,-nan
-7,100.612,0.441379,-1,nan,nan
-7,100.612,0.441379,0,nan,nan
-7,100.612,0.441379,1,nan,nan
-7,100.612,0.472414,-1,-nan,-nan
-7,100.612,0.472414,0,-nan,-nan
-7,100.612,0.472414,1,-nan,-nan
-7,100.612,0.503448,-1,nan,nan
-7,100.612,0.503448,0,nan,nan
-7,100.612,0.503448,1,nan,nan
-7,100.612,0.534483,-1,-nan,-nan
-7,100.612,0.534483,0,-nan,-nan
-7,100.612,0.534483,1,-nan,-nan
-7,100.612,0.565517,-1,nan,nan
-7,100.612,0.565517,0,nan,nan
-7,100.612,0.565517,1,nan,nan
-7,100.612,0.596552,-1,-nan,-nan
-7,100.612,0.596552,0,-nan,-nan
-7,100.612,0.596552,1,-nan,-nan
-7,100.612,0.627586,-1,nan,nan
-7,100.612,0.627586,0,nan,nan
-7,100.612,0.627586,1,nan,nan
-7,100.612,0.658621,-1,-nan,-nan
